gene_id	avg_coverage	gene_length
PROKKA_MOD_PART0_03883	0	1986
PROKKA_MOD_PART0_03884	0	1179
PROKKA_MOD_PART0_03885	0	501
PROKKA_MOD_PART0_03886	0	525
PROKKA_MOD_PART0_03887	0	321
PROKKA_MOD_PART0_03888	0	354
PROKKA_MOD_PART0_03889	0	987
PROKKA_MOD_PART0_03890	0	513
PROKKA_MOD_PART0_03891	0	99
PROKKA_MOD_PART0_03892	0	567
PROKKA_MOD_PART0_03893	0	750
PROKKA_MOD_PART0_03894	0.146714	852
PROKKA_MOD_PART0_03895	0	504
PROKKA_MOD_PART0_03896	0	831
PROKKA_MOD_PART0_03897	0	192
PROKKA_MOD_PART0_03898	0.309392	1629
PROKKA_MOD_PART0_03899	0	135
PROKKA_MOD_PART0_03900	0	825
PROKKA_MOD_PART0_03901	0	798
PROKKA_MOD_PART0_03902	0	558
PROKKA_MOD_PART0_03903	0	114
PROKKA_MOD_PART0_03904	0	837
PROKKA_MOD_PART0_03905	0	72
PROKKA_MOD_PART0_03906	0	123
PROKKA_MOD_PART0_03907	0	249
PROKKA_MOD_PART0_03908	0	588
PROKKA_MOD_PART0_03909	0	573
PROKKA_MOD_PART0_03910	0	522
PROKKA_MOD_PART0_03911	0	564
PROKKA_MOD_PART0_03912	0	492
PROKKA_MOD_PART0_03913	0	282
PROKKA_MOD_PART0_03914	0	357
PROKKA_MOD_PART0_03915	0	786
PROKKA_MOD_PART0_03916	0	567
PROKKA_MOD_PART0_03917	0	1764
PROKKA_MOD_PART0_03918	0	1002
PROKKA_MOD_PART0_03919	0	174
PROKKA_MOD_PART0_03920	0	399
PROKKA_MOD_PART0_03921	0	1038
PROKKA_MOD_PART0_03922	0	570
PROKKA_MOD_PART0_03923	0	705
PROKKA_MOD_PART0_03924	0	612
PROKKA_MOD_PART0_03925	0	1065
PROKKA_MOD_PART0_03926	0	420
PROKKA_MOD_PART0_03927	0	117
PROKKA_MOD_PART0_03928	0	1458
PROKKA_MOD_PART0_03929	0	2628
PROKKA_MOD_PART0_03930	0	2685
PROKKA_MOD_PART0_03931	0	105
PROKKA_MOD_PART0_03932	0	108
PROKKA_MOD_PART0_03933	0	669
PROKKA_MOD_PART0_03934	0	516
PROKKA_MOD_PART0_03935	0	822
PROKKA_MOD_PART0_03936	0	516
PROKKA_MOD_PART0_03937	0.262055	477
PROKKA_MOD_PART0_03938	0	213
PROKKA_MOD_PART0_03939	0	339
PROKKA_MOD_PART0_03940	0	678
PROKKA_MOD_PART0_03941	0	1689
PROKKA_MOD_PART0_03942	0	576
PROKKA_MOD_PART0_03943	0	540
PROKKA_MOD_PART0_03944	0	540
PROKKA_MOD_PART0_03945	0	870
PROKKA_MOD_PART0_03946	0	477
PROKKA_MOD_PART0_03947	0	264
PROKKA_MOD_PART0_03948	0	288
PROKKA_MOD_PART0_03949	0	459
PROKKA_MOD_PART0_03950	0	999
PROKKA_MOD_PART0_03951	0	537
PROKKA_MOD_PART0_03952	0	147
PROKKA_MOD_PART0_03953	0	528
PROKKA_MOD_PART0_03954	0	96
PROKKA_MOD_PART0_03955	0	381
PROKKA_MOD_PART0_03956	0	102
PROKKA_MOD_PART0_03957	0	507
PROKKA_MOD_PART0_03958	0	165
PROKKA_MOD_PART0_03959	0	141
PROKKA_MOD_PART0_03960	0	327
PROKKA_MOD_PART0_03961	0	1356
PROKKA_MOD_PART0_03962	0	288
PROKKA_MOD_PART0_03963	0	369
PROKKA_MOD_PART0_03964	0	1311
PROKKA_MOD_PART0_03965	0.337349	747
PROKKA_MOD_PART0_03966	0	702
PROKKA_MOD_PART0_03967	0	801
PROKKA_MOD_PART0_03968	0	396
PROKKA_MOD_PART0_03969	0	348
PROKKA_MOD_PART0_03970	0	162
PROKKA_MOD_PART0_03971	0	597
PROKKA_MOD_PART0_03972	0	621
PROKKA_MOD_PART0_03973	0	753
PROKKA_MOD_PART0_03974	0	2415
PROKKA_MOD_PART0_03975	0.154534	783
PROKKA_MOD_PART0_03976	0	198
PROKKA_MOD_PART0_03977	0	2748
PROKKA_MOD_PART0_03978	0	1092
PROKKA_MOD_PART0_03979	0	225
PROKKA_MOD_PART0_03980	0.136364	924
PROKKA_MOD_PART0_03981	0	204
PROKKA_MOD_PART0_03982	0.415842	606
PROKKA_MOD_PART0_03983	0	396
PROKKA_MOD_PART0_03984	0	105
PROKKA_MOD_PART0_03985	0	357
PROKKA_MOD_PART0_03986	0	651
PROKKA_MOD_PART0_03987	0	651
PROKKA_MOD_PART0_03988	0	225
PROKKA_MOD_PART0_03989	0	174
PROKKA_MOD_PART0_03990	0	630
PROKKA_MOD_PART0_03991	0	138
PROKKA_MOD_PART0_03992	0.249751	1005
PROKKA_MOD_PART0_03993	0	1554
PROKKA_MOD_PART0_03994	0.0725806	2976
PROKKA_MOD_PART0_03995	0	960
PROKKA_MOD_PART0_03996	0	2082
PROKKA_MOD_PART0_03997	0.151625	4122
PROKKA_MOD_PART0_03998	0.233333	1080
PROKKA_MOD_PART0_03999	0	1170
PROKKA_MOD_PART0_04000	0	1023
PROKKA_MOD_PART0_04001	0.357664	1644
PROKKA_MOD_PART0_04002	0.354312	429
PROKKA_MOD_PART0_04003	0.156716	804
PROKKA_MOD_PART0_04004	0	165
PROKKA_MOD_PART0_04005	0	408
PROKKA_MOD_PART0_04006	0	606
PROKKA_MOD_PART0_04007	0	1035
PROKKA_MOD_PART0_04008	0	594
PROKKA_MOD_PART0_04009	0	255
PROKKA_MOD_PART0_04010	0	678
PROKKA_MOD_PART0_04011	0	201
PROKKA_MOD_PART0_04012	0	267
PROKKA_MOD_PART0_04013	0	1362
PROKKA_MOD_PART0_04014	0	288
PROKKA_MOD_PART0_04015	0	264
PROKKA_MOD_PART0_04016	0	948
PROKKA_MOD_PART0_04017	0	732
PROKKA_MOD_PART0_04018	0	1626
PROKKA_MOD_PART0_04019	0	1137
PROKKA_MOD_PART0_04020	0	1023
PROKKA_MOD_PART0_04021	0	642
PROKKA_MOD_PART0_04022	0	198
PROKKA_MOD_PART0_04023	0	624
PROKKA_MOD_PART0_04024	0	1005
PROKKA_MOD_PART0_04025	0	480
PROKKA_MOD_PART0_04026	0	1071
PROKKA_MOD_PART0_04027	0	252
PROKKA_MOD_PART0_04028	0	207
PROKKA_MOD_PART0_04029	0	1302
PROKKA_MOD_PART0_04030	0	261
PROKKA_MOD_PART0_04031	0	618
PROKKA_MOD_PART0_04032	0	174
PROKKA_MOD_PART0_04033	0	510
PROKKA_MOD_PART0_04034	0	648
PROKKA_MOD_PART0_04035	0	288
PROKKA_MOD_PART0_04036	0.325581	774
PROKKA_MOD_PART0_04037	0	207
PROKKA_MOD_PART0_04038	0	339
PROKKA_MOD_PART0_04039	0	612
PROKKA_MOD_PART0_04040	0	1038
PROKKA_MOD_PART0_04041	0	357
PROKKA_MOD_PART0_04042	0.383282	981
PROKKA_MOD_PART0_04043	0	1044
PROKKA_MOD_PART0_04044	0	1275
PROKKA_MOD_PART0_04045	0	657
PROKKA_MOD_PART0_04046	0	651
PROKKA_MOD_PART0_04047	0.594872	195
PROKKA_MOD_PART0_04048	0	546
PROKKA_MOD_PART0_04049	0.244376	978
PROKKA_MOD_PART0_04050	0	2769
PROKKA_MOD_PART0_04051	0	1029
PROKKA_MOD_PART0_04052	0	537
PROKKA_MOD_PART0_04053	0	177
PROKKA_MOD_PART0_04054	0	1044
PROKKA_MOD_PART0_04055	0	411
PROKKA_MOD_PART0_04056	0	549
PROKKA_MOD_PART0_04057	0	75
PROKKA_MOD_PART0_04058	0	1011
PROKKA_MOD_PART0_04059	0	447
PROKKA_MOD_PART0_04060	0	1017
PROKKA_MOD_PART0_04061	0	522
PROKKA_MOD_PART0_04062	0	723
PROKKA_MOD_PART0_04063	0	834
PROKKA_MOD_PART0_04064	0	1632
PROKKA_MOD_PART0_04065	0	684
PROKKA_MOD_PART0_04066	0	684
PROKKA_MOD_PART0_04067	0	795
PROKKA_MOD_PART0_04068	0	213
PROKKA_MOD_PART0_04069	0	1296
PROKKA_MOD_PART0_04070	0	912
PROKKA_MOD_PART0_04071	0	603
PROKKA_MOD_PART0_04072	0	555
PROKKA_MOD_PART0_04073	0	792
PROKKA_MOD_PART0_04074	0	294
PROKKA_MOD_PART0_04075	0	342
PROKKA_MOD_PART0_04076	0	573
PROKKA_MOD_PART0_04077	0	249
PROKKA_MOD_PART0_04078	0	405
PROKKA_MOD_PART0_04079	0	522
PROKKA_MOD_PART0_04080	0	537
PROKKA_MOD_PART0_04081	0	96
PROKKA_MOD_PART0_04082	0.442105	570
PROKKA_MOD_PART0_04083	0	63
PROKKA_MOD_PART0_04084	0.402357	594
PROKKA_MOD_PART0_04085	0	210
PROKKA_MOD_PART0_04086	0	225
PROKKA_MOD_PART0_04087	0	768
PROKKA_MOD_PART0_04088	0	276
PROKKA_MOD_PART0_04089	0	822
PROKKA_MOD_PART0_04090	0	294
PROKKA_MOD_PART0_04091	0	105
PROKKA_MOD_PART0_04092	0	429
PROKKA_MOD_PART0_04093	0	1020
PROKKA_MOD_PART0_04094	0	258
PROKKA_MOD_PART0_04095	0	222
PROKKA_MOD_PART0_04096	0	591
PROKKA_MOD_PART0_04097	0	399
PROKKA_MOD_PART0_04098	0	696
PROKKA_MOD_PART0_04099	0	1305
PROKKA_MOD_PART0_04100	0	378
PROKKA_MOD_PART0_04101	0	927
PROKKA_MOD_PART0_04102	0	342
PROKKA_MOD_PART0_04103	0	615
PROKKA_MOD_PART0_04104	0	915
PROKKA_MOD_PART0_04105	0	2208
PROKKA_MOD_PART0_04106	0	852
PROKKA_MOD_PART0_04107	0	438
PROKKA_MOD_PART0_04108	0	144
PROKKA_MOD_PART0_04109	0	1371
PROKKA_MOD_PART0_04110	0	1257
PROKKA_MOD_PART0_04111	0	1593
PROKKA_MOD_PART0_04112	0	210
PROKKA_MOD_PART0_04113	0	1044
PROKKA_MOD_PART0_04114	0	288
PROKKA_MOD_PART0_04115	0	261
PROKKA_MOD_PART0_04116	0	606
PROKKA_MOD_PART0_04117	0	480
PROKKA_MOD_PART0_04118	0	324
PROKKA_MOD_PART0_04119	0	351
PROKKA_MOD_PART0_04120	0	321
PROKKA_MOD_PART0_04121	0.41541	597
PROKKA_MOD_PART0_04122	0	228
PROKKA_MOD_PART0_04123	0	303
PROKKA_MOD_PART0_04124	0	1038
PROKKA_MOD_PART0_04125	0	144
PROKKA_MOD_PART0_04126	0	141
PROKKA_MOD_PART0_04127	0	87
PROKKA_MOD_PART0_04128	0	546
PROKKA_MOD_PART0_04129	0	714
PROKKA_MOD_PART0_04130	0.344233	1101
PROKKA_MOD_PART0_04131	0	132
PROKKA_MOD_PART0_04132	0	654
PROKKA_MOD_PART0_04133	0	420
PROKKA_MOD_PART0_04134	0	75
PROKKA_MOD_PART0_04135	0	522
PROKKA_MOD_PART0_04136	0	885
PROKKA_MOD_PART0_04137	0	285
PROKKA_MOD_PART0_04138	0	870
PROKKA_MOD_PART0_04139	0	681
PROKKA_MOD_PART0_04140	0	429
PROKKA_MOD_PART0_04141	0	147
PROKKA_MOD_PART0_04142	0	393
PROKKA_MOD_PART0_04143	0	102
PROKKA_MOD_PART0_04144	0	2355
PROKKA_MOD_PART0_04145	0	1074
PROKKA_MOD_PART0_04146	0	510
PROKKA_MOD_PART0_04147	0	1188
PROKKA_MOD_PART0_04148	0	966
PROKKA_MOD_PART0_04149	0	1011
PROKKA_MOD_PART0_04150	0	453
PROKKA_MOD_PART0_04151	0	267
PROKKA_MOD_PART0_04152	0.45977	261
PROKKA_MOD_PART0_04153	0.891228	285
PROKKA_MOD_PART0_04154	0	657
PROKKA_MOD_PART0_04155	0	948
PROKKA_MOD_PART0_04156	1.2741	861
PROKKA_MOD_PART0_04157	0	1821
PROKKA_MOD_PART0_04158	0	1197
PROKKA_MOD_PART0_04159	0	216
PROKKA_MOD_PART0_04160	0	654
PROKKA_MOD_PART0_04161	0	1125
PROKKA_MOD_PART0_04162	0	561
PROKKA_MOD_PART0_04163	0	651
PROKKA_MOD_PART0_04164	0	573
PROKKA_MOD_PART0_04165	0	153
PROKKA_MOD_PART0_04166	0	2013
PROKKA_MOD_PART0_04167	0	753
PROKKA_MOD_PART0_04168	0	1017
PROKKA_MOD_PART0_04169	0	876
PROKKA_MOD_PART0_04170	0	204
PROKKA_MOD_PART0_04171	0	141
PROKKA_MOD_PART0_04172	0	423
PROKKA_MOD_PART0_04173	0	66
PROKKA_MOD_PART0_04174	0.555556	99
PROKKA_MOD_PART0_04175	0	426
PROKKA_MOD_PART0_04176	0	234
PROKKA_MOD_PART0_04177	0	525
PROKKA_MOD_PART0_04178	0	72
PROKKA_MOD_PART0_04179	0	744
PROKKA_MOD_PART0_04180	0.583333	216
PROKKA_MOD_PART0_04181	0.406688	927
PROKKA_MOD_PART0_04182	0	252
PROKKA_MOD_PART0_04183	0	255
PROKKA_MOD_PART0_04184	0	504
PROKKA_MOD_PART0_04185	0.059322	2124
PROKKA_MOD_PART0_04186	0.159864	294
PROKKA_MOD_PART0_04187	1.02124	612
PROKKA_MOD_PART0_04188	0	1032
PROKKA_MOD_PART0_04189	0	807
PROKKA_MOD_PART0_04190	0.267094	468
PROKKA_MOD_PART0_04191	0	936
PROKKA_MOD_PART0_04192	0	231
PROKKA_MOD_PART0_04193	0	570
PROKKA_MOD_PART0_04194	0	540
PROKKA_MOD_PART0_04195	0	651
PROKKA_MOD_PART0_04196	0	444
PROKKA_MOD_PART0_04197	0	525
PROKKA_MOD_PART0_04198	0.19222	1311
PROKKA_MOD_PART0_04199	0	1608
PROKKA_MOD_PART0_04200	0	1737
PROKKA_MOD_PART0_04201	0	261
PROKKA_MOD_PART0_04202	0	675
PROKKA_MOD_PART0_04203	0	1101
PROKKA_MOD_PART0_04204	0	936
PROKKA_MOD_PART0_04205	0	213
PROKKA_MOD_PART0_04206	0	282
PROKKA_MOD_PART0_04207	0	645
PROKKA_MOD_PART0_04208	0	90
PROKKA_MOD_PART0_04209	0	666
PROKKA_MOD_PART0_04210	0	132
PROKKA_MOD_PART0_04211	0	510
PROKKA_MOD_PART0_04212	0	570
PROKKA_MOD_PART0_04213	0	549
PROKKA_MOD_PART0_04214	0	87
PROKKA_MOD_PART0_04215	0	468
PROKKA_MOD_PART0_04216	0.497041	1014
PROKKA_MOD_PART0_04217	0	780
PROKKA_MOD_PART0_04218	0	129
PROKKA_MOD_PART0_04219	0	303
PROKKA_MOD_PART0_04220	0	159
PROKKA_MOD_PART0_04221	0	723
PROKKA_MOD_PART0_04222	0	222
PROKKA_MOD_PART0_04223	0	366
PROKKA_MOD_PART0_04224	0	159
PROKKA_MOD_PART0_04225	0	138
PROKKA_MOD_PART0_04226	0	522
PROKKA_MOD_PART0_04227	0	306
PROKKA_MOD_PART0_04228	0	585
PROKKA_MOD_PART0_04229	0	624
PROKKA_MOD_PART0_04230	0	3435
PROKKA_MOD_PART0_04231	0	2325
PROKKA_MOD_PART0_04232	0	324
PROKKA_MOD_PART0_04233	0.340351	570
PROKKA_MOD_PART0_04234	0	711
PROKKA_MOD_PART0_04235	0	615
PROKKA_MOD_PART0_04236	0	690
PROKKA_MOD_PART0_04237	0	612
PROKKA_MOD_PART0_04238	0	1254
PROKKA_MOD_PART0_04239	0	705
PROKKA_MOD_PART0_04240	0	456
PROKKA_MOD_PART0_04241	0	654
PROKKA_MOD_PART0_04242	0	702
PROKKA_MOD_PART0_04243	0	522
PROKKA_MOD_PART0_04244	0	864
PROKKA_MOD_PART0_04245	0	567
PROKKA_MOD_PART0_04246	0	231
PROKKA_MOD_PART0_04247	0	78
PROKKA_MOD_PART0_04248	0	162
PROKKA_MOD_PART0_04249	0	99
PROKKA_MOD_PART0_04250	0	678
PROKKA_MOD_PART0_04251	0	186
PROKKA_MOD_PART0_04252	0	642
PROKKA_MOD_PART0_04253	0	651
PROKKA_MOD_PART0_04254	0.199052	633
PROKKA_MOD_PART0_04255	0	570
PROKKA_MOD_PART0_04256	0	147
PROKKA_MOD_PART0_04257	0	519
PROKKA_MOD_PART0_04258	0	756
PROKKA_MOD_PART0_04259	0	306
PROKKA_MOD_PART0_04260	0	1317
PROKKA_MOD_PART0_04261	0	297
PROKKA_MOD_PART0_04262	0	660
PROKKA_MOD_PART0_04263	0	171
PROKKA_MOD_PART0_04264	0	714
PROKKA_MOD_PART0_04265	0	729
PROKKA_MOD_PART0_04266	0	561
PROKKA_MOD_PART0_04267	0	150
PROKKA_MOD_PART0_04268	0	1212
PROKKA_MOD_PART0_04269	0	1332
PROKKA_MOD_PART0_04270	0	978
PROKKA_MOD_PART0_04271	0	1260
PROKKA_MOD_PART0_04272	0	84
PROKKA_MOD_PART0_04273	0	537
PROKKA_MOD_PART0_04274	0	519
PROKKA_MOD_PART0_04275	0	849
PROKKA_MOD_PART0_04276	0.256619	1473
PROKKA_MOD_PART0_04277	0	1110
PROKKA_MOD_PART0_04278	0	939
PROKKA_MOD_PART0_04279	0	1023
PROKKA_MOD_PART0_04280	0	954
PROKKA_MOD_PART0_04281	0	270
PROKKA_MOD_PART0_04282	0	564
PROKKA_MOD_PART0_04283	0	408
PROKKA_MOD_PART0_04284	0	330
PROKKA_MOD_PART0_04285	0	411
PROKKA_MOD_PART0_04286	0	1056
PROKKA_MOD_PART0_04287	0	663
PROKKA_MOD_PART0_04288	0	570
PROKKA_MOD_PART0_04289	0	630
PROKKA_MOD_PART0_04290	0	798
PROKKA_MOD_PART0_04291	0	861
PROKKA_MOD_PART0_04292	0	198
PROKKA_MOD_PART0_04293	0	555
PROKKA_MOD_PART0_04294	0	681
PROKKA_MOD_PART0_04295	0	519
PROKKA_MOD_PART0_04296	0	609
PROKKA_MOD_PART0_04297	0	267
PROKKA_MOD_PART0_04298	0	153
PROKKA_MOD_PART0_04299	0	63
PROKKA_MOD_PART0_04300	0	618
PROKKA_MOD_PART0_04301	0	717
PROKKA_MOD_PART0_04302	0	480
PROKKA_MOD_PART0_04303	0	549
PROKKA_MOD_PART0_04304	0	282
PROKKA_MOD_PART0_04305	0	597
PROKKA_MOD_PART0_04306	0	669
PROKKA_MOD_PART0_04307	1.69529	594
PROKKA_MOD_PART0_04308	0	4077
PROKKA_MOD_PART0_04309	0	801
PROKKA_MOD_PART0_04310	0	666
PROKKA_MOD_PART0_04311	0	225
PROKKA_MOD_PART0_04312	0	306
PROKKA_MOD_PART0_04313	0	129
PROKKA_MOD_PART0_04314	0	534
PROKKA_MOD_PART0_04315	0	981
PROKKA_MOD_PART0_04316	0	255
PROKKA_MOD_PART0_04317	0	342
PROKKA_MOD_PART0_04318	0	1038
PROKKA_MOD_PART0_04319	0	564
PROKKA_MOD_PART0_04320	0	258
PROKKA_MOD_PART0_04321	0	495
PROKKA_MOD_PART0_04322	0	138
PROKKA_MOD_PART0_04323	0	630
PROKKA_MOD_PART0_04324	0	123
PROKKA_MOD_PART0_04325	0	231
PROKKA_MOD_PART0_04326	0	363
PROKKA_MOD_PART0_04327	0	369
PROKKA_MOD_PART0_04328	0	471
PROKKA_MOD_PART0_04329	0	93
PROKKA_MOD_PART0_04330	0	84
PROKKA_MOD_PART0_04331	0	588
PROKKA_MOD_PART0_04332	0	660
PROKKA_MOD_PART0_04333	0.244186	516
PROKKA_MOD_PART0_04334	0	378
PROKKA_MOD_PART0_04335	0	1101
PROKKA_MOD_PART0_04336	0	1449
PROKKA_MOD_PART0_04337	0	486
PROKKA_MOD_PART0_04338	0	960
PROKKA_MOD_PART0_04339	0	552
PROKKA_MOD_PART0_04340	0	696
PROKKA_MOD_PART0_04341	0	126
PROKKA_MOD_PART0_04342	0	219
PROKKA_MOD_PART0_04343	0	282
PROKKA_MOD_PART0_04344	0	834
PROKKA_MOD_PART0_04345	0	537
PROKKA_MOD_PART0_04346	0	162
PROKKA_MOD_PART0_04347	0	213
PROKKA_MOD_PART0_04348	0	603
PROKKA_MOD_PART0_04349	0	144
PROKKA_MOD_PART0_04350	0	561
PROKKA_MOD_PART0_04351	0	186
PROKKA_MOD_PART0_04352	0	549
PROKKA_MOD_PART0_04353	0	1002
PROKKA_MOD_PART0_04354	0	651
PROKKA_MOD_PART0_04355	0	747
PROKKA_MOD_PART0_04356	0	495
PROKKA_MOD_PART0_04357	0	150
PROKKA_MOD_PART0_04358	0	513
PROKKA_MOD_PART0_04359	0	195
PROKKA_MOD_PART0_04360	0	2082
PROKKA_MOD_PART0_04361	0	1089
PROKKA_MOD_PART0_04362	0.35007	717
PROKKA_MOD_PART0_04363	0	732
PROKKA_MOD_PART0_04364	0	504
PROKKA_MOD_PART0_04365	0	147
PROKKA_MOD_PART0_04366	0	288
PROKKA_MOD_PART0_04367	0	282
PROKKA_MOD_PART0_04368	0	666
PROKKA_MOD_PART0_04369	0	249
PROKKA_MOD_PART0_04370	0.0268817	186
PROKKA_MOD_PART0_04371	0	672
PROKKA_MOD_PART0_04372	0	93
PROKKA_MOD_PART0_04373	0	423
PROKKA_MOD_PART0_04374	0	69
PROKKA_MOD_PART0_04375	0	159
PROKKA_MOD_PART0_04376	0	345
PROKKA_MOD_PART0_04377	0	177
PROKKA_MOD_PART0_04378	0	534
PROKKA_MOD_PART0_04379	0	675
PROKKA_MOD_PART0_04380	0	264
PROKKA_MOD_PART0_04381	0	1089
PROKKA_MOD_PART0_04382	0	1044
PROKKA_MOD_PART0_04383	0	582
PROKKA_MOD_PART0_04384	0	396
PROKKA_MOD_PART0_04385	0	909
PROKKA_MOD_PART0_04386	0.116022	1086
PROKKA_MOD_PART0_04387	0.0630631	1998
PROKKA_MOD_PART0_04388	0	600
PROKKA_MOD_PART0_04389	0	990
PROKKA_MOD_PART0_04390	0.100478	2508
PROKKA_MOD_PART0_04391	0	150
PROKKA_MOD_PART0_04392	0.253968	315
PROKKA_MOD_PART0_04393	1.00667	150
PROKKA_MOD_PART0_04394	0.224	1125
PROKKA_MOD_PART0_04395	0	573
PROKKA_MOD_PART0_04396	0	75
PROKKA_MOD_PART0_04397	0	747
PROKKA_MOD_PART0_04398	0	1191
PROKKA_MOD_PART0_04399	0	459
PROKKA_MOD_PART0_04400	0	465
PROKKA_MOD_PART0_04401	0	192
PROKKA_MOD_PART0_04402	0	336
PROKKA_MOD_PART0_04403	0	297
PROKKA_MOD_PART0_04404	0.376682	669
PROKKA_MOD_PART0_04405	0	312
PROKKA_MOD_PART0_04406	0	1200
PROKKA_MOD_PART0_04407	0	105
PROKKA_MOD_PART0_04408	0	1449
PROKKA_MOD_PART0_04409	0	1692
PROKKA_MOD_PART0_04410	0	171
PROKKA_MOD_PART0_04411	0.199507	1218
PROKKA_MOD_PART0_04412	0.0020121	1491
PROKKA_MOD_PART0_04413	0	855
PROKKA_MOD_PART0_04414	0	156
PROKKA_MOD_PART0_04415	0	696
PROKKA_MOD_PART0_04416	0	633
PROKKA_MOD_PART0_04417	0	399
PROKKA_MOD_PART0_04418	0	825
PROKKA_MOD_PART0_04419	0	165
PROKKA_MOD_PART0_04420	0	315
PROKKA_MOD_PART0_04421	0	2142
PROKKA_MOD_PART0_04422	0	612
PROKKA_MOD_PART0_04423	0	708
PROKKA_MOD_PART0_04424	0.442105	285
PROKKA_MOD_PART0_04425	0.407159	894
PROKKA_MOD_PART0_04426	0.316919	792
PROKKA_MOD_PART0_04427	0	801
PROKKA_MOD_PART0_04428	0	1077
PROKKA_MOD_PART0_04429	0	171
PROKKA_MOD_PART0_04430	0	453
PROKKA_MOD_PART0_04431	0	174
PROKKA_MOD_PART0_04432	0	363
PROKKA_MOD_PART0_04433	0	174
PROKKA_MOD_PART0_04434	0	606
PROKKA_MOD_PART0_04435	0	666
PROKKA_MOD_PART0_04436	0	1083
PROKKA_MOD_PART0_04437	0	540
PROKKA_MOD_PART0_04438	0	825
PROKKA_MOD_PART0_04439	0	1428
PROKKA_MOD_PART0_04440	0	633
PROKKA_MOD_PART0_04441	0	501
PROKKA_MOD_PART0_04442	0	1407
PROKKA_MOD_PART0_04443	0	603
PROKKA_MOD_PART0_04444	0	387
PROKKA_MOD_PART0_04445	0	297
PROKKA_MOD_PART0_04446	0	591
PROKKA_MOD_PART0_04447	0	801
PROKKA_MOD_PART0_04448	0	1266
PROKKA_MOD_PART0_04449	0	1749
PROKKA_MOD_PART0_04450	0	153
PROKKA_MOD_PART0_04451	0	564
PROKKA_MOD_PART0_04452	0.228883	1101
PROKKA_MOD_PART0_04453	0	1011
PROKKA_MOD_PART0_04454	0	207
PROKKA_MOD_PART0_04455	0	1383
PROKKA_MOD_PART0_04456	0.16185	1557
PROKKA_MOD_PART0_04457	0	426
PROKKA_MOD_PART0_04458	0	1614
PROKKA_MOD_PART0_04459	0	507
PROKKA_MOD_PART0_04460	0	729
PROKKA_MOD_PART0_04461	0	318
PROKKA_MOD_PART0_04462	0	288
PROKKA_MOD_PART0_04463	0	447
PROKKA_MOD_PART0_04464	0	135
PROKKA_MOD_PART0_04465	0	501
PROKKA_MOD_PART0_04466	0	267
PROKKA_MOD_PART0_04467	0.222836	1086
PROKKA_MOD_PART0_04468	0	666
PROKKA_MOD_PART0_04469	0	90
PROKKA_MOD_PART0_04470	0	471
PROKKA_MOD_PART0_04471	0.151624	831
PROKKA_MOD_PART0_04472	0	582
PROKKA_MOD_PART0_04473	0	846
PROKKA_MOD_PART0_04474	0.825623	843
PROKKA_MOD_PART0_04475	0.384419	783
PROKKA_MOD_PART0_04476	0	132
PROKKA_MOD_PART0_04477	0	417
PROKKA_MOD_PART0_04478	0	78
PROKKA_MOD_PART0_04479	0	111
PROKKA_MOD_PART0_04480	0	450
PROKKA_MOD_PART0_04481	0	111
PROKKA_MOD_PART0_04482	0	396
PROKKA_MOD_PART0_04483	0	222
PROKKA_MOD_PART0_04484	0	72
PROKKA_MOD_PART0_04485	0	1404
PROKKA_MOD_PART0_04486	0	642
PROKKA_MOD_PART0_04487	0	123
PROKKA_MOD_PART0_04488	0.45098	561
PROKKA_MOD_PART0_04489	0	138
PROKKA_MOD_PART0_04490	0	588
PROKKA_MOD_PART0_04491	0.372247	1362
PROKKA_MOD_PART0_04492	1.15327	933
PROKKA_MOD_PART0_04493	0	483
PROKKA_MOD_PART0_04494	0	1065
PROKKA_MOD_PART0_04495	0	672
PROKKA_MOD_PART0_04496	0	249
PROKKA_MOD_PART0_04497	0	243
PROKKA_MOD_PART0_04498	0	324
PROKKA_MOD_PART0_04499	0	108
PROKKA_MOD_PART0_04500	0	216
PROKKA_MOD_PART0_04501	0	330
PROKKA_MOD_PART0_04502	0	222
PROKKA_MOD_PART0_04503	0	186
PROKKA_MOD_PART0_04504	0	123
PROKKA_MOD_PART0_04505	0	261
PROKKA_MOD_PART0_04506	0	252
PROKKA_MOD_PART0_04507	0	228
PROKKA_MOD_PART0_04508	0	450
PROKKA_MOD_PART0_04509	0	120
PROKKA_MOD_PART0_04510	0	261
PROKKA_MOD_PART0_04511	0	234
PROKKA_MOD_PART0_04512	0	156
PROKKA_MOD_PART0_04513	0	558
PROKKA_MOD_PART0_04514	0	327
PROKKA_MOD_PART0_04515	0	381
PROKKA_MOD_PART0_04516	0	819
PROKKA_MOD_PART0_04517	0	1287
PROKKA_MOD_PART0_04518	0.267516	471
PROKKA_MOD_PART0_04519	0	81
PROKKA_MOD_PART0_04520	0	945
PROKKA_MOD_PART0_04521	0	405
PROKKA_MOD_PART0_04522	0	519
PROKKA_MOD_PART0_04523	0	198
PROKKA_MOD_PART0_04524	0	186
PROKKA_MOD_PART0_04525	0	321
PROKKA_MOD_PART0_04526	0	240
PROKKA_MOD_PART0_04527	0	3285
PROKKA_MOD_PART0_04528	0	186
PROKKA_MOD_PART0_04529	0	600
PROKKA_MOD_PART0_04530	0	624
PROKKA_MOD_PART0_04531	0	141
PROKKA_MOD_PART0_04532	0	1032
PROKKA_MOD_PART0_04533	0	2556
